Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Centro Norte,Irecê,293240.0,Uibaí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Centro Norte,Jacobina,293245.0,Umburanas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sul,Ilhéus,293250.0,Una,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0
Sudoeste,Guanambi,293260.0,Urandi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Ilhéus,293270.0,Uruçuca,3.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,6.0,1.0
Centro Leste,Itaberaba,293280.0,Utinga,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
Sul,Valença,293290.0,Valença,0.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,8.0,7.0,0.0
Centro Leste,Serrinha,293300.0,Valente ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0
Centro Norte,Jacobina,293305.0,Várzea da Roça,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Centro Norte,Jacobina,293310.0,Várzea do Poço,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Norte,Jacobina,293315.0,Várzea Nova,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,4.0,0.0
Leste,Santo Antônio de Jesus,293317.0,Varzedo,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Leste,Salvador,293320.0,Vera Cruz,0.0,2.0,4.0,1.0,1.0,0.0,7.0,3.0,5.0,4.0,4.0
Extremo Sul,Teixeira de Freitas,293325.0,Vereda,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
Sudoeste,Vitória da Conquista,293330.0,Vitória da Conquista,16.0,9.0,15.0,19.0,14.0,19.0,17.0,13.0,14.0,7.0,10.0
Centro Leste,Itaberaba,293340.0,Wagner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Oeste,Barreiras,293345.0,Wanderley,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Valença,293350.0,Wenceslau Guimarães,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
Centro Norte,Irecê,293360.0,Xique-Xique,0.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,4.0,7.0,5.0
Bahia,,,,327.0,485.0,565.0,824.0,1007.0,1140.0,1385.0,1350.0,1493.0,1153.0,998.0
"Fonte: SINAN, DIVEP/SUVISA/SESAB, 2021.",,,,,,,,,,,,,,
*Dados processados em 29/01/2021.,,,,,,,,,,,,,,
NOTAS: ,,,,,,,,,,,,,,
"1. Excluídos os casos com diagnóstico final ""descartado"".",,,,,,,,,,,,,,
"2. Cálculo da Prevalência Nordeste para Gestantes com Sífilis 1,14% segundo estudo CUNHA e MERCHAN-HAMANN, 2015.",,,,,,,,,,,,,,
3. Considera-se 25% taxa de transmissão Vertical da sífilis segundo estimativa de casos de gestantes com sífilis (MS).,,,,,,,,,,,,,,
