Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nordeste,Ribeira do Pombal,290160.0,Antas,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Centro Leste,Feira de Santana,290170.0,Antônio Cardoso,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Norte,Senhor do Bonfim,290180.0,Antônio Gonçalves,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
Nordeste,Alagoinhas,290190.0,Aporá,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Sul,Jequié,290195.0,Apuarema,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nordeste,Alagoinhas,290205.0,Araçás,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Sudoeste,Brumado,290200.0,Aracatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Centro Leste,Serrinha,290210.0,Araci,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nordeste,Alagoinhas,290220.0,Aramari,0.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0
Sul,Ilhéus,290225.0,Arataca,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,290230.0,Aratuípe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sul,Itabuna,290240.0,Aurelino Leal,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Oeste,Barreiras,290250.0,Baianópolis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0
Centro Leste,Feira de Santana,290260.0,Baixa Grande,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Nordeste,Ribeira do Pombal,290265.0,Banzaê,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oeste,Ibotirama,290270.0,Barra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Brumado,290280.0,Barra da Estiva,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,8.0,11.0,4.0
Sudoeste,Vitória da Conquista,290290.0,Barra do Choça,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0
Centro Norte,Irecê,290300.0,Barra do Mendes,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0
Sul,Jequié,290310.0,Barra do Rocha,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
Oeste,Barreiras,290320.0,Barreiras,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Centro Norte,Irecê,290323.0,Barro Alto,2.0,3.0,2.0,4.0,6.0,16.0,11.0,11.0,12.0,12.0,5.0
Sul,Itabuna,290330.0,Barro Preto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Centro Leste,Serrinha,290327.0,Barrocas,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Extremo Sul,Porto Seguro,290340.0,Belmonte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sudoeste,Vitória da Conquista,290350.0,Belo Campo,0.0,0.0,2.0,5.0,7.0,8.0,1.0,2.0,3.0,1.0,3.0
Centro Leste,Serrinha,290360.0,Biritinga,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0
Sul,Jequié,290370.0,Boa Nova,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0
Centro Leste,Itaberaba,290380.0,Boa Vista do Tupim,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Oeste,Santa Maria da Vitória,290390.0,Bom Jesus da Lapa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Vitória da Conquista,290395.0,Bom Jesus da Serra,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,5.0
Centro Leste,Seabra,290400.0,Boninal,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Centro Leste,Itaberaba,290405.0,Bonito,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sudoeste,Brumado,290410.0,Boquira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Sudoeste,Brumado,290420.0,Botuporâ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Sul,Jequié,290430.0,Brejões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Oeste,Barreiras,290440.0,Brejolândia,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
Oeste,Ibotirama,290450.0,Brotas de Macaúbas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sudoeste,Brumado,290460.0,Brumado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Itabuna,290470.0,Buerarema,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Oeste,Ibotirama,290475.0,Buritirama,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Sudoeste,Itapetinga,290480.0,Caatiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Leste,Cruz das Almas,290485.0,Cabaceiras do Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Leste,Cruz das Almas,290490.0,Cachoeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Guanambi,290500.0,Caculé,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Centro Norte,Jacobina,290510.0,Caém,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
Sudoeste,Vitória da Conquista,290515.0,Caetanos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Guanambi,290520.0,Caetité,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Norte,Irecê,290530.0,Cafarnaum,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0
Sul,Valença,290540.0,Cairu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Centro Norte,Jacobina,290550.0,Caldeirão Grande,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Sul,Itabuna,290560.0,Camacan,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Leste,Camaçari,290570.0,Camaçari,5.0,5.0,1.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0
Sul,Valença,290580.0,Camamu,7.0,15.0,38.0,32.0,37.0,33.0,28.0,17.0,23.0,14.0,38.0
Norte,Juazeiro,290590.0,Campo Alegre de Lourdes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0
Norte,Senhor do Bonfim,290600.0,Campo Formoso,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Oeste,Santa Maria da Vitória,290610.0,Canápolis,2.0,1.0,1.0,0.0,0.0,1.0,7.0,2.0,2.0,1.0,4.0
Centro Norte,Irecê,290620.0,Canarana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sul,Ilhéus,290630.0,Canavieiras,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Centro Leste,Feira de Santana,290640.0,Candeal,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0
Leste,Salvador,290650.0,Candeias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Sudoeste,Guanambi,290660.0,Candiba,4.0,14.0,14.0,8.0,9.0,5.0,15.0,14.0,6.0,2.0,6.0
Sudoeste,Vitória da Conquista,290670.0,Cândido Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Leste,Serrinha,290680.0,Cansanção,1.0,0.0,1.0,3.0,0.0,1.0,6.0,3.0,2.0,1.0,3.0
Norte,Juazeiro,290682.0,Canudos,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0
Centro Leste,Feira de Santana,290685.0,Capela do Alto Alegre,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Centro Norte,Jacobina,290687.0,Capim Grosso,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
Sudoeste,Vitória da Conquista,290689.0,Caraíbas,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
Extremo Sul,Teixeira de Freitas,290690.0,Caravelas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Alagoinhas,290700.0,Cardeal da Silva,1.0,0.0,1.0,3.0,3.0,3.0,6.0,4.0,9.0,3.0,0.0
Sudoeste,Guanambi,290710.0,Carinhanha,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
Norte,Juazeiro,290720.0,Casa Nova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Leste,Santo Antônio de Jesus,290730.0,Castro Alves,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0
Oeste,Barreiras,290740.0,Catolândia,0.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0
Nordeste,Alagoinhas,290750.0,Catu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Brumado,290755.0,Caturama,1.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0
Centro Norte,Irecê,290760.0,Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norte,Paulo Afonso,290770.0,Chorrochó,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Nordeste,Ribeira do Pombal,290780.0,Cícero Dantas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordeste,Ribeira do Pombal,290790.0,Cipó,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sul,Itabuna,290800.0,Coaraci,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Oeste,Santa Maria da Vitória,290810.0,Cocos,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Leste,Cruz das Almas,290820.0,Conceição da Feira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leste,Santo Antônio de Jesus,290830.0,Conceição do Almeida,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0
Centro Leste,Serrinha,290840.0,Conceição do Coité,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Centro Leste,Feira de Santana,290850.0,Conceição do Jacuípe,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,9.0,4.0
Leste,Camaçari,290860.0,Conde,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0,3.0
Sudoeste,Vitória da Conquista,290870.0,Condeúba,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0
Sudoeste,Brumado,290880.0,Contendas do Sincorá,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
Centro Leste,Feira de Santana,290890.0,Coração de Maria,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Vitória da Conquista,290900.0,Cordeiros,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,3.0
Oeste,Santa Maria da Vitória,290910.0,Coribe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Nordeste,Ribeira do Pombal,290920.0,Coronel João Sá,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Oeste,Santa Maria da Vitória,290930.0,Correntina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oeste,Barreiras,290940.0,Cotegipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
Sul,Jequié,290950.0,Cravolândia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
Nordeste,Alagoinhas,290960.0,Crisópolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oeste,Barreiras,290970.0,Cristópolis,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Leste,Cruz das Almas,290980.0,Cruz das Almas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Norte,Juazeiro,290990.0,Curaçá,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Sul,Jequié,291000.0,Dário Meira,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0
Leste,Camaçari,291005.0,Dias d'Ávila,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
Sudoeste,Brumado,291010.0,Dom Basílio,3.0,1.0,2.0,4.0,1.0,6.0,10.0,6.0,8.0,7.0,6.0
Leste,Santo Antônio de Jesus,291020.0,Dom Macedo Costa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Leste,Santo Antônio de Jesus,291030.0,Elísio Medrado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Vitória da Conquista,291040.0,Encruzilhada,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nordeste,Alagoinhas,291050.0,Entre Rios,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0
Sudoeste,Brumado,290050.0,Érico Cardoso,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0
Nordeste,Alagoinhas,291060.0,Esplanada,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0
Centro Leste,Serrinha,291070.0,Euclides da Cunha,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Extremo Sul,Porto Seguro,291072.0,Eunápolis,1.0,1.0,0.0,2.0,8.0,14.0,10.0,6.0,11.0,9.0,5.0
Nordeste,Ribeira do Pombal,291075.0,Fátima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Guanambi,291077.0,Feira da Mata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Leste,Feira de Santana,291080.0,Feira de Santana,31.0,22.0,15.0,53.0,64.0,85.0,98.0,69.0,50.0,34.0,68.0
Norte,Senhor do Bonfim,291085.0,Filadélfia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudoeste,Itapetinga,291090.0,Firmino Alves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sul,Itabuna,291100.0,Floresta Azul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Oeste,Barreiras,291110.0,Formosa do Rio Preto,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Sul,Valença,291120.0,Gandu,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0
Centro Leste,Feira de Santana,291125.0,Gavião,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Norte,Irecê,291130.0,Gentio do Ouro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norte,Paulo Afonso,291140.0,Glória,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0
Sul,Itabuna,291150.0,Gongogi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Leste,Cruz das Almas,291160.0,Governador Mangabeira,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
Sudoeste,Brumado,291165.0,Guajeru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Guanambi,291170.0,Guanambi,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0
Extremo Sul,Porto Seguro,291180.0,Guaratinga,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Nordeste,Ribeira do Pombal,291185.0,Heliópolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Leste,Itaberaba,291190.0,Iaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
Sudoeste,Guanambi,291200.0,Ibiassucê,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Itabuna,291210.0,Ibicaraí,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Sudoeste,Brumado,291220.0,Ibicoara,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
Sudoeste,Itapetinga,291230.0,Ibicuí,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0
Centro Norte,Irecê,291240.0,Ibipeba,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Sudoeste,Brumado,291250.0,Ibipitanga,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro Leste,Itaberaba,291260.0,Ibiquera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Sul,Itabuna,291270.0,Ibirapitanga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
Extremo Sul,Teixeira de Freitas,291280.0,Ibirapuã,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Jequié,291290.0,Ibirataia,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
Centro Leste,Seabra,291300.0,Ibitiara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Centro Norte,Irecê,291310.0,Ibititá,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0
Oeste,Ibotirama,291320.0,Ibotirama,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,5.0,2.0
Centro Leste,Feira de Santana,291330.0,Ichu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Guanambi,291340.0,Igaporã,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
Sul,Valença,291345.0,Igrapiúna,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Sudoeste,Itapetinga,291350.0,Iguaí,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Sul,Ilhéus,291360.0,Ilhéus,25.0,20.0,19.0,1.0,1.0,15.0,7.0,34.0,54.0,45.0,39.0
Nordeste,Alagoinhas,291370.0,Inhambupe,0.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,9.0
Centro Leste,Feira de Santana,291380.0,Ipecaetá,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
Sul,Jequié,291390.0,Ipiaú,0.0,1.0,2.0,4.0,5.0,2.0,10.0,3.0,6.0,2.0,5.0
Centro Leste,Feira de Santana,291400.0,Ipirá,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Oeste,Ibotirama,291410.0,Ipupiara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Jequié,291420.0,Irajuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sul,Jequié,291430.0,Iramaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Centro Leste,Seabra,291440.0,Iraquara,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Centro Leste,Feira de Santana,291450.0,Irará,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0
Centro Norte,Irecê,291460.0,Irecê,0.0,0.0,1.0,2.0,8.0,12.0,10.0,9.0,7.0,9.0,9.0
Extremo Sul,Porto Seguro,291465.0,Itabela,0.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0
Centro Leste,Itaberaba,291470.0,Itaberaba,0.0,2.0,0.0,0.0,2.0,0.0,5.0,4.0,4.0,0.0,2.0
Sul,Itabuna,291480.0,Itabuna,4.0,3.0,2.0,4.0,11.0,23.0,17.0,11.0,12.0,3.0,0.0
Sul,Ilhéus,291490.0,Itacaré,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,8.0,6.0,1.0
Centro Leste,Itaberaba,291500.0,Itaeté,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Sul,Jequié,291510.0,Itagi,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Sul,Jequié,291520.0,Itagibá,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
Extremo Sul,Porto Seguro,291530.0,Itagimirim,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Centro Norte,Irecê,291535.0,Itaguaçu da Bahia,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
Sul,Itabuna,291540.0,Itaju do Colônia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sul,Itabuna,291550.0,Itajuípe,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0
Extremo Sul,Teixeira de Freitas,291560.0,Itamaraju,0.0,1.0,0.0,0.0,8.0,17.0,17.0,6.0,1.0,4.0,1.0
Sul,Jequié,291570.0,Itamari,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
Sudoeste,Itapetinga,291580.0,Itambé,3.0,5.0,3.0,1.0,0.0,1.0,6.0,6.0,5.0,5.0,2.0
Nordeste,Alagoinhas,291590.0,Itanagra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Extremo Sul,Teixeira de Freitas,291600.0,Itanhém,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
Leste,Salvador,291610.0,Itaparica,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,4.0,2.0
Sul,Itabuna,291620.0,Itapé,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Extremo Sul,Porto Seguro,291630.0,Itapebi,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0
Sudoeste,Itapetinga,291640.0,Itapetinga,0.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,11.0,5.0
Nordeste,Alagoinhas,291650.0,Itapicuru,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Sul,Itabuna,291660.0,Itapitanga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
Sul,Jequié,291670.0,Itaquara,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sudoeste,Itapetinga,291680.0,Itarantim,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0
Leste,Santo Antônio de Jesus,291685.0,Itatim,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
Sul,Jequié,291690.0,Itiruçú,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
