Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,PENTA,POLIO,PNM,TV,%,PENTA.1,POLIO.1,PNM.1,TV.1,%.1,PENTA.2,POLIO.2,PNM.2,TV.2,%.2,PENTA.3,POLIO.3,PNM.3,TV.3,%.3,PENTA.4,POLIO.4,PNM.4,TV.4,%.4
Centro Leste,Feira de Santana,290110,Amélia Rodrigues,8.1,4.58,7.75,8.1,0.0,71.1267605633803,73.5915492957746,84.5070422535211,78.5211267605634,0.0,103.508771929825,99.5614035087719,110.964912280702,122.80701754386,1.0,61.7117117117117,79.7297297297297,91.4414414414414,75.6756756756757,0.0,44.59,43.24,56.76,28.38,0.0
Centro Norte,Irecê,290115,América Dourada,74.81,65.65,73.28,82.06,0.0,81.2977099236641,82.4427480916031,91.9847328244275,90.8396946564885,0.25,89.2857142857143,88.4920634920635,96.8253968253968,89.2857142857143,0.25,76.824034334764,78.5407725321888,83.6909871244635,103.004291845494,0.25,57.94,65.67,64.38,51.5,0.0
Sudoeste,Vitória da Conquista,290120,Anagé,103.93,101.07,127.86,77.86,0.75,60.7142857142857,61.7857142857143,72.1428571428571,58.5714285714286,0.0,79.0393013100437,74.235807860262,75.1091703056769,73.7991266375546,0.0,79.3427230046948,83.0985915492958,77.4647887323944,103.755868544601,0.25,54.93,40.85,59.15,26.76,0.0
Centro Leste,Itaberaba,290130,Andaraí,61.73,56.17,81.48,95.06,0.25,72.2222222222222,78.3950617283951,91.9753086419753,73.4567901234568,0.0,95.1388888888889,96.5277777777778,102.083333333333,93.0555555555556,0.75,90.9090909090909,102.840909090909,109.659090909091,93.75,0.5,83.52,63.07,80.11,114.2,0.25
Norte,Senhor do Bonfim,290135,Andorinha,73.21,58.33,71.43,77.38,0.0,63.6904761904762,66.0714285714286,87.5,73.8095238095238,0.0,52.5423728813559,101.129943502825,112.994350282486,87.5706214689266,0.5,90.625,97.9166666666667,101.5625,102.083333333333,0.0,57.81,51.56,64.06,107.81,0.25
Oeste,Barreiras,290140,Angical,92.06,69.31,91.53,89.42,0.0,104.761904761905,106.349206349206,104.761904761905,89.9470899470899,0.75,80.4347826086957,79.3478260869565,89.1304347826087,90.7608695652174,0.0,93.6046511627907,104.651162790698,101.744186046512,85.4651162790698,0.0,55.81,47.09,62.79,71.51,0.0
Centro Leste,Feira de Santana,290150,Anguera,67.39,68.48,78.26,63.04,0.0,70.6521739130435,63.0434782608696,88.0434782608696,66.304347826087,0.0,101.25,97.5,92.5,115.0,0.75,119.512195121951,123.170731707317,113.414634146341,121.951219512195,1.0,98.78,91.46,102.44,175.61,0.75
Nordeste,Ribeira do Pombal,290160,Antas,46.88,45.63,50.63,51.25,0.0,65.625,65.625,72.5,60.625,0.0,89.7810218978102,89.051094890511,96.3503649635037,83.2116788321168,0.25,82.1428571428571,84.2857142857143,87.8571428571429,80.7142857142857,0.0,45.0,40.71,30.0,40.71,0.25
Centro Leste,Feira de Santana,290170,Antônio Cardoso,73.94,61.7,81.91,79.26,0.0,84.5744680851064,82.9787234042553,82.9787234042553,93.0851063829787,0.25,122.058823529412,121.323529411765,128.676470588235,125.0,1.0,75.1824817518248,79.5620437956204,93.4306569343066,115.328467153285,0.25,28.47,21.9,6.57,37.23,0.25
Norte,Senhor do Bonfim,290180,Antônio Gonçalves,172.73,20,183.64,209.09,0.75,139.090909090909,116.363636363636,136.363636363636,186.363636363636,1.0,81.0344827586207,114.655172413793,112.068965517241,145.689655172414,0.75,60.6060606060606,70.3030303030303,75.7575757575758,92.1212121212121,0.0,60.0,76.36,83.64,61.82,0.0
Nordeste,Alagoinhas,290190,Aporá,36.27,34.72,41.45,47.15,0.0,93.7823834196891,84.4559585492228,94.300518134715,75.6476683937824,0.0,73.3333333333333,72.3809523809524,83.8095238095238,95.2380952380952,0.25,80.0,77.3684210526316,87.8947368421053,87.8947368421053,0.0,55.26,48.95,41.05,77.37,0.0
Sul,Jequié,290195,Apuarema,168.25,157.14,150.79,244.44,1.0,90.4761904761905,88.8888888888889,95.2380952380952,158.730158730159,0.5,87.8048780487805,84.1463414634146,110.975609756098,131.707317073171,0.5,92.8571428571429,100.0,97.6190476190476,138.095238095238,0.75,78.57,110.71,128.57,114.29,0.75
Nordeste,Alagoinhas,290205,Araçás,104.15,81.87,129.53,16.58,0.5,89.119170984456,67.3575129533679,94.8186528497409,83.9378238341969,0.0,81.8681318681319,79.6703296703297,91.7582417582418,91.7582417582418,0.0,102.631578947368,105.263157894737,108.552631578947,109.210526315789,1.0,59.21,59.21,51.32,47.37,0.0
Sudoeste,Brumado,290200,Aracatu,100.65,99.35,99.35,98.05,1.0,92.8571428571429,90.2597402597403,101.948051948052,85.0649350649351,0.25,101.25786163522,100.0,108.176100628931,102.51572327044,1.0,81.4814814814815,104.320987654321,107.407407407407,101.234567901235,0.75,83.33,81.48,72.22,92.59,0.0
Centro Leste,Serrinha,290210,Araci,63.58,44.76,65.71,73.44,0.0,59.6358118361153,72.0789074355083,83.9150227617602,68.2852807283763,0.0,69.0677966101695,78.6723163841808,86.1581920903955,76.4124293785311,0.0,57.6,58.8,58.4,65.4666666666667,0.0,38.4,34.8,39.2,47.2,0.0
Nordeste,Alagoinhas,290220,Aramari,56.36,62.73,79.09,42.73,0.0,98.1818181818182,99.0909090909091,94.5454545454545,111.818181818182,0.75,63.3802816901408,57.7464788732394,76.056338028169,92.9577464788732,0.0,71.4285714285714,70.5882352941177,70.5882352941177,95.7983193277311,0.25,45.38,40.34,47.9,40.34,0.0
Sul,Ilhéus,290225,Arataca,50.0,52.31,70.0,72.31,0.0,57.6923076923077,68.4615384615385,92.3076923076923,76.9230769230769,0.0,60.3053435114504,61.8320610687023,76.3358778625954,71.7557251908397,0.0,61.0169491525424,59.3220338983051,63.5593220338983,58.4745762711864,0.0,12.71,12.71,17.8,10.17,0.0
Leste,Santo Antônio de Jesus,290230,Aratuípe,65.12,54.26,73.64,85.27,0.0,73.6434108527132,73.6434108527132,79.8449612403101,64.3410852713178,0.0,71.6535433070866,69.2913385826772,79.5275590551181,68.503937007874,0.0,70.3703703703704,85.9259259259259,95.5555555555556,101.481481481481,0.5,60.0,51.11,42.22,46.67,0.0
Sul,Itabuna,290240,Aurelino Leal,34.07,32.74,36.73,24.34,0.0,59.2920353982301,53.5398230088496,62.3893805309735,62.3893805309735,0.0,89.9038461538462,96.1538461538462,123.076923076923,105.288461538462,0.75,63.2850241545894,66.6666666666667,73.9130434782609,78.2608695652174,0.0,60.87,75.36,60.87,81.16,0.0
Oeste,Barreiras,290250,Baianópolis,84.58,84.11,78.5,85.51,0.0,74.2990654205608,76.6355140186916,81.3084112149533,72.4299065420561,0.0,116.279069767442,113.372093023256,118.023255813953,112.790697674419,1.0,83.7349397590361,83.7349397590361,100.0,90.3614457831325,0.25,61.45,77.71,119.28,95.78,0.5
Centro Leste,Feira de Santana,290260,Baixa Grande,71.11,76.89,80.44,86.22,0.0,64.4444444444444,75.5555555555556,71.1111111111111,64.4444444444444,0.0,87.7828054298643,79.185520361991,92.7601809954751,91.8552036199095,0.0,82.9596412556054,93.7219730941704,95.9641255605381,91.4798206278027,0.0,99.55,108.97,82.06,84.75,0.5
Nordeste,Ribeira do Pombal,290265,Banzaê,102.82,94.92,103.95,112.99,0.75,90.9604519774011,90.9604519774011,106.779661016949,96.045197740113,0.5,103.488372093023,102.325581395349,111.046511627907,97.0930232558139,1.0,64.4670050761421,66.497461928934,80.2030456852792,72.5888324873096,0.0,1.52,0.0,0.0,3.05,0.0
Oeste,Ibotirama,290270,Barra,99.21,92.53,105.32,115.06,0.75,98.4144960362401,98.9807474518686,108.380520951302,97.9614949037373,1.0,111.418685121107,107.612456747405,108.189158016148,107.612456747405,1.0,66.6666666666667,87.9543094496366,90.4465212876428,92.3156801661475,0.0,50.78,81.62,75.7,71.34,0.25
Sudoeste,Brumado,290280,Barra da Estiva,83.48,79.77,90.6,95.16,0.25,105.982905982906,103.133903133903,103.703703703704,94.017094017094,0.75,90.4076738609113,89.4484412470024,99.2805755395683,84.4124700239808,0.25,100.0,124.154589371981,113.285024154589,132.367149758454,1.0,67.39,71.01,71.74,97.83,0.25
Sudoeste,Vitória da Conquista,290290,Barra do Choça,108.17,93.61,106.04,103.02,0.75,115.097690941385,109.413854351687,126.998223801066,131.793960923623,1.0,96.25,94.4642857142857,96.9642857142857,104.285714285714,0.75,78.5582255083179,79.8521256931608,77.634011090573,87.0609981515712,0.0,45.47,65.99,54.34,67.1,0.0
Centro Norte,Irecê,290300,Barra do Mendes,103.53,102.94,112.35,101.76,1.0,108.235294117647,108.823529411765,112.352941176471,104.705882352941,1.0,82.7027027027027,83.7837837837838,78.9189189189189,95.1351351351351,0.25,71.7073170731707,78.5365853658537,85.3658536585366,92.6829268292683,0.0,74.63,62.93,60.0,54.15,0.0
Sul,Jequié,290310,Barra do Rocha,68.57,40,72.86,71.43,0.0,64.2857142857143,61.4285714285714,92.8571428571429,71.4285714285714,0.0,81.5384615384615,66.1538461538462,83.0769230769231,84.6153846153846,0.0,90.0,91.6666666666667,90.0,93.3333333333333,0.0,95.0,95.0,110.0,95.0,1.0
Oeste,Barreiras,290320,Barreiras,80.02,76.3,84.03,81.92,0.0,67.4079475027342,67.6995989792198,77.2511848341232,68.8297484506015,0.0,82.0942000778513,84.8189957181783,88.5558583106267,85.7142857142857,0.0,75.5349500713267,79.4222539229672,82.5249643366619,85.3067047075606,0.0,51.89,54.78,53.71,54.99,0.0
Centro Norte,Irecê,290323,Barro Alto,64.43,52.35,58.39,53.69,0.0,92.6174496644295,90.6040268456376,106.711409395973,102.013422818792,0.5,98.7730061349693,100.613496932515,107.361963190184,96.319018404908,1.0,76.0,100.571428571429,102.285714285714,108.571428571429,0.75,78.86,68.57,66.86,97.71,0.25
Sul,Itabuna,290330,Barro Preto,103.85,98.72,126.92,114.1,1.0,119.230769230769,117.948717948718,123.076923076923,110.25641025641,1.0,89.4736842105263,89.4736842105263,98.9473684210526,109.473684210526,0.5,75.2475247524752,73.2673267326733,81.1881188118812,93.0693069306931,0.0,47.52,47.52,56.44,38.61,0.25
Centro Leste,Serrinha,290327,Barrocas,109.57,105.65,106.09,119.13,1.0,86.5217391304348,85.2173913043478,95.6521739130435,81.304347826087,0.5,125.388601036269,130.569948186529,122.279792746114,129.015544041451,1.0,105.069124423963,119.354838709677,135.944700460829,123.502304147465,1.0,107.83,98.16,69.12,92.63,0.5
Extremo Sul,Porto Seguro,290340,Belmonte,0.63,1.57,4.7,9.72,0.0,55.7993730407524,58.307210031348,64.2633228840125,62.6959247648903,0.0,67.2535211267606,65.8450704225352,64.4366197183099,59.1549295774648,0.0,54.8104956268222,57.4344023323615,55.6851311953353,63.265306122449,0.0,54.23,53.35,53.35,60.35,0.0
Sudoeste,Vitória da Conquista,290350,Belo Campo,71.63,66.51,90.23,77.67,0.0,95.3488372093023,86.5116279069767,114.418604651163,102.325581395349,0.75,109.259259259259,101.851851851852,118.518518518519,96.7592592592593,1.0,109.691629955947,111.013215859031,114.977973568282,125.550660792952,1.0,113.66,117.62,93.83,117.62,0.75
Centro Leste,Serrinha,290360,Biritinga,19.58,25,22.5,29.58,0.0,43.75,59.5833333333333,52.0833333333333,41.25,0.0,52.5510204081633,52.5510204081633,66.3265306122449,39.7959183673469,0.0,103.783783783784,103.243243243243,104.324324324324,97.2972972972973,1.0,48.65,48.65,56.76,71.35,0.0
Sul,Jequié,290370,Boa Nova,89.87,85.44,91.14,96.84,0.25,103.164556962025,101.898734177215,112.658227848101,105.063291139241,1.0,107.317073170732,108.536585365854,117.682926829268,96.3414634146341,1.0,81.8652849740933,84.4559585492228,86.5284974093264,95.8549222797927,0.25,76.17,73.06,62.18,66.84,0.0
Centro Leste,Itaberaba,290380,Boa Vista do Tupim,29.46,34.85,32.78,31.54,0.0,80.4979253112033,95.0207468879668,101.659751037344,114.522821576763,0.75,48.1781376518219,46.5587044534413,51.8218623481781,94.7368421052632,0.0,35.7142857142857,38.6554621848739,40.3361344537815,87.3949579831933,0.0,34.03,47.9,54.2,88.24,0.0
Oeste,Santa Maria da Vitória,290390,Bom Jesus da Lapa,79.67,69.63,86.09,86.8,0.0,75.0,81.3380281690141,88.0281690140845,77.7288732394366,0.0,77.280701754386,88.0701754385965,94.7368421052632,92.0175438596491,0.0,78.3923941227312,83.8375108038029,84.5289541918755,85.3068280034572,0.0,62.23,51.08,43.3,61.97,0.0
Sudoeste,Vitória da Conquista,290395,Bom Jesus da Serra,86.89,87.7,124.59,125.41,0.5,103.27868852459,104.098360655738,106.55737704918,90.1639344262295,0.75,109.448818897638,107.086614173228,99.2125984251968,101.574803149606,1.0,72.1804511278196,72.9323308270677,87.9699248120301,100.0,0.25,67.67,67.67,72.18,78.95,0.0
Centro Leste,Seabra,290400,Boninal,88.36,84.93,84.93,70.55,0.0,91.7808219178082,88.3561643835616,102.739726027397,81.5068493150685,0.25,103.289473684211,96.0526315789474,103.947368421053,92.7631578947368,0.75,74.1573033707865,81.4606741573034,87.0786516853933,87.6404494382023,0.0,23.6,70.79,70.79,72.47,0.0
Centro Leste,Itaberaba,290405,Bonito,97.58,95.65,114.01,119.81,1.0,105.314009661836,104.347826086957,111.594202898551,101.449275362319,1.0,89.6995708154506,92.7038626609442,96.137339055794,78.1115879828326,0.25,57.6335877862595,65.6488549618321,67.5572519083969,54.9618320610687,0.0,28.63,67.56,56.11,53.82,0.25
Sudoeste,Brumado,290410,Boquira,101.98,94.86,105.53,97.63,0.75,105.928853754941,104.743083003953,103.162055335968,107.905138339921,1.0,100.0,98.8721804511278,102.631578947368,89.8496240601504,0.75,68.503937007874,96.0629921259843,92.1259842519685,96.0629921259843,0.5,35.43,40.16,72.05,60.24,0.0
Sudoeste,Brumado,290420,Botuporã,74.36,50.43,66.67,53.85,0.0,95.7264957264957,96.5811965811966,90.5982905982906,107.692307692308,0.75,88.2352941176471,86.0294117647059,98.5294117647059,80.8823529411765,0.25,93.4426229508197,114.754098360656,120.491803278689,140.983606557377,0.75,110.66,108.2,105.74,115.57,1.0
Sul,Jequié,290430,Brejões,24.31,7.73,37.02,32.04,0.0,71.8232044198895,66.8508287292818,75.6906077348066,66.2983425414365,0.0,78.0,80.6666666666667,87.3333333333333,80.6666666666667,0.0,61.9883040935673,72.5146198830409,81.2865497076023,71.3450292397661,0.0,28.07,38.6,56.14,66.67,0.0
Oeste,Barreiras,290440,Brejolândia,94.2,84.06,111.59,101.45,0.5,85.5072463768116,85.5072463768116,85.5072463768116,110.144927536232,0.25,107.8125,101.5625,142.1875,78.125,0.75,121.428571428571,119.047619047619,105.952380952381,120.238095238095,1.0,46.43,50.0,46.43,46.43,0.0
Oeste,Ibotirama,290450,Brotas de Macaúbas,106.14,99.12,124.56,125.44,1.0,119.298245614035,121.929824561404,133.333333333333,114.035087719298,1.0,119.047619047619,114.285714285714,121.428571428571,97.6190476190476,1.0,150.0,157.352941176471,151.470588235294,164.705882352941,1.0,77.21,68.38,35.29,46.32,0.0
Sudoeste,Brumado,290460,Brumado,96.86,67.97,98.59,101.3,0.75,71.6450216450216,74.4588744588745,84.0909090909091,78.7878787878788,0.0,100.824499411072,99.6466431095406,101.177856301531,96.113074204947,1.0,77.073732718894,88.2488479262673,90.3225806451613,100.691244239631,0.25,91.94,87.1,85.37,77.76,0.0
Sul,Itabuna,290470,Buerarema,57.2,52.67,69.96,61.32,0.0,103.292181069959,100.411522633745,95.4732510288066,95.4732510288066,1.0,96.3265306122449,88.9795918367347,91.0204081632653,101.632653061224,0.5,51.528384279476,59.825327510917,61.5720524017467,67.6855895196506,0.0,37.99,43.23,40.61,35.37,0.0
Oeste,Ibotirama,290475,Buritirama,98.15,94.44,98.77,104.94,0.75,108.024691358025,110.493827160494,116.358024691358,103.395061728395,1.0,119.93006993007,121.678321678322,116.783216783217,115.034965034965,1.0,84.012539184953,102.507836990596,113.166144200627,99.3730407523511,0.75,88.4,79.94,101.57,98.75,0.5
Sudoeste,Itapetinga,290480,Caatiba,84.62,88.46,90.38,129.81,0.25,59.6153846153846,59.6153846153846,60.5769230769231,46.1538461538462,0.0,60.7142857142857,63.0952380952381,79.7619047619048,67.8571428571429,0.0,109.722222222222,108.333333333333,102.777777777778,104.166666666667,1.0,58.33,58.33,50.0,87.5,0.0
Leste,Cruz das Almas,290485,Cabaceiras do Paraguaçu,104.17,90.28,110.65,103.7,0.75,67.1296296296296,75.462962962963,92.1296296296296,77.7777777777778,0.0,81.7796610169491,88.135593220339,92.7966101694915,84.3220338983051,0.0,67.2,73.2,80.4,88.4,0.0,22.8,31.2,26.4,33.6,0.0
Leste,Cruz das Almas,290490,Cachoeira,72.85,62.67,81.9,63.12,0.0,55.2036199095023,61.9909502262443,71.0407239819005,60.4072398190045,0.0,61.5566037735849,70.0471698113208,76.4150943396226,78.5377358490566,0.0,71.7171717171717,76.010101010101,79.040404040404,77.2727272727273,0.0,58.33,56.82,59.09,57.58,0.0
Sudoeste,Guanambi,290500,Caculé,105.92,105.59,103.95,88.82,0.75,86.1842105263158,89.8026315789474,94.4078947368421,87.1710526315789,0.0,94.0594059405941,89.4389438943894,83.4983498349835,99.6699669966997,0.25,101.119402985075,102.985074626866,104.10447761194,99.2537313432836,1.0,111.94,107.46,118.66,97.39,1.0
Centro Norte,Jacobina,290510,Caém,67.19,60.16,63.28,58.59,0.0,72.65625,75.78125,101.5625,76.5625,0.25,106.837606837607,101.709401709402,104.273504273504,101.709401709402,1.0,57.1428571428571,66.4596273291925,70.1863354037267,63.3540372670807,0.0,57.76,48.45,46.58,76.4,0.0
Sudoeste,Vitória da Conquista,290515,Caetanos,96.5,114.69,97.2,110.49,1.0,77.6223776223776,75.5244755244755,67.8321678321678,83.2167832167832,0.0,73.4848484848485,74.2424242424242,82.5757575757576,81.8181818181818,0.0,97.3451327433628,97.3451327433628,105.309734513274,115.929203539823,1.0,66.37,66.37,69.03,92.92,0.0
Sudoeste,Guanambi,290520,Caetité,91.34,109.24,102.31,98.7,0.75,78.2106782106782,78.2106782106782,86.1471861471861,86.8686868686869,0.0,45.19368723099,45.3371592539455,47.6327116212339,47.4892395982783,0.0,63.8728323699422,66.9075144508671,68.2080924855491,76.5895953757225,0.0,57.66,65.9,61.99,67.2,0.0
Centro Norte,Irecê,290530,Cafarnaum,71.1,69.77,76.41,80.4,0.0,77.0764119601329,79.0697674418605,77.7408637873754,63.7873754152824,0.0,108.029197080292,106.934306569343,118.248175182482,102.554744525547,1.0,92.1985815602837,93.6170212765958,93.9716312056738,89.3617021276596,0.0,42.55,52.13,53.19,50.0,0.0
Sul,Valença,290540,Cairu,80.0,64.49,98.37,68.57,0.25,75.9183673469388,80.4081632653061,93.0612244897959,69.7959183673469,0.0,56.7114093959732,61.0738255033557,68.4563758389262,54.0268456375839,0.0,43.4027777777778,57.9861111111111,65.2777777777778,67.3611111111111,0.0,35.42,53.13,53.13,52.08,0.0
Centro Norte,Jacobina,290550,Caldeirão Grande,91.98,90.12,111.73,98.15,0.5,119.135802469136,114.814814814815,131.481481481481,114.814814814815,1.0,121.428571428571,118.131868131868,108.241758241758,124.725274725275,1.0,82.0388349514563,100.970873786408,109.708737864078,116.019417475728,0.75,64.08,80.1,84.47,84.47,0.0
Sul,Itabuna,290560,Camacan,80.54,65.02,81.77,75.12,0.0,148.768472906404,153.448275862069,162.315270935961,144.827586206897,1.0,101.315789473684,99.7368421052632,110.789473684211,99.2105263157895,1.0,81.1827956989247,94.8924731182796,102.688172043011,111.559139784946,0.5,56.45,50.81,47.58,49.19,0.0
Leste,Camaçari,290570,Camaçari,72.98,70.55,80.15,93.24,0.0,88.5469689958353,86.7422489588154,100.601573345673,90.3054141601111,0.5,73.071462375769,72.7875059157596,79.6261239943209,74.3492664458116,0.0,54.0991093857045,67.4811600822106,72.8705183831925,74.9029458780544,0.0,32.75,40.42,40.97,46.45,0.0
Sul,Valença,290580,Camamu,103.23,107.37,124.19,134.1,1.0,76.2672811059908,94.9308755760369,112.672811059908,96.0829493087558,0.5,61.6636528028933,90.5967450271248,101.989150090416,100.0,0.5,56.5155807365439,66.0056657223796,74.7875354107649,74.0793201133145,0.0,33.99,47.17,49.72,44.62,0.0
Norte,Juazeiro,290590,Campo Alegre de Lourdes,77.32,74.64,80.82,109.48,0.25,67.4226804123711,73.8144329896907,76.2886597938144,78.7628865979381,0.5,90.2222222222222,88.6666666666667,96.0,85.5555555555556,0.25,73.6514522821577,79.6680497925311,86.0995850622407,92.9460580912863,0.0,75.31,84.65,77.8,82.78,0.0
Norte,Senhor do Bonfim,290600,Campo Formoso,58.12,48.1,60.54,67.87,0.0,48.1894150417827,53.4818941504178,78.1801299907149,71.0306406685237,0.0,30.6353350739774,63.1853785900783,84.9434290687554,71.627502175805,0.0,87.0609981515712,79.9445471349353,98.5212569316081,98.1515711645102,0.5,60.17,79.57,74.58,79.02,0.0
Oeste,Santa Maria da Vitória,290610,Canápolis,78.32,68.53,89.51,102.1,0.25,104.195804195804,107.692307692308,130.769230769231,85.3146853146853,0.75,115.037593984962,103.007518796992,104.511278195489,121.804511278195,1.0,83.3333333333333,90.0,102.0,85.3333333333333,0.25,60.0,42.0,40.0,44.0,0.0
Centro Norte,Irecê,290620,Canarana,74.4,72.02,78.87,91.67,0.0,109.22619047619,104.464285714286,108.928571428571,102.97619047619,1.0,94.6778711484594,96.3585434173669,102.801120448179,104.761904761905,0.75,88.7700534759358,85.8288770053476,91.9786096256685,94.6524064171123,0.0,51.34,61.76,60.96,76.2,0.0
Sul,Ilhéus,290630,Canavieiras,27.55,25.81,29.72,20.39,0.0,57.4837310195228,66.8112798264642,83.2971800433839,76.1388286334056,0.0,64.1129032258064,63.3064516129032,69.3548387096774,71.1693548387097,0.0,59.0062111801242,70.6004140786749,74.3271221532091,84.472049689441,0.0,45.34,50.93,50.31,56.52,0.0
Centro Leste,Feira de Santana,290640,Candeal,83.52,80.22,106.59,112.09,0.5,98.9010989010989,100.0,108.791208791209,94.5054945054945,1.0,96.9387755102041,100.0,107.142857142857,105.102040816327,1.0,86.3636363636364,88.1818181818182,95.4545454545455,93.6363636363636,0.25,73.64,46.36,43.64,62.73,0.0
Leste,Salvador,290650,Candeias,132.92,128.36,140.74,117.56,1.0,145.654082528534,144.951712028095,148.990342405619,160.316066725198,1.0,82.2025565388397,79.646017699115,90.5604719764012,75.9095378564405,0.0,61.8290258449304,66.3021868787276,79.1252485089463,76.2425447316103,0.0,67.1,57.26,63.52,38.77,0.0
Sudoeste,Guanambi,290660,Candiba,109.52,106.12,108.84,129.25,1.0,100.680272108844,100.680272108844,114.965986394558,99.3197278911565,1.0,114.598540145985,113.138686131387,107.299270072993,114.598540145985,1.0,71.1656441717791,73.0061349693252,75.4601226993865,85.2760736196319,0.0,60.74,69.94,77.3,82.82,0.0
Sudoeste,Vitória da Conquista,290670,Cândido Sales,93.26,93.54,99.72,103.65,0.5,85.6741573033708,84.8314606741573,92.1348314606742,99.1573033707865,0.25,82.5,83.3333333333333,85.8333333333333,91.9444444444444,0.0,70.0879765395894,71.8475073313783,74.7800586510264,81.524926686217,0.0,62.46,65.98,78.3,67.74,0.0
Centro Leste,Serrinha,290680,Cansanção,118.71,115.38,126.4,146.99,1.0,81.2889812889813,82.952182952183,92.0997920997921,80.6652806652807,0.0,77.9411764705882,88.8655462184874,93.9075630252101,92.436974789916,0.0,45.6175298804781,53.3864541832669,58.1673306772908,56.1752988047809,0.0,49.6,81.87,50.2,74.7,0.0
Norte,Juazeiro,290682,Canudos,61.13,2.43,72.06,74.9,0.0,65.587044534413,70.8502024291498,75.3036437246964,76.9230769230769,0.0,90.4306220095694,92.3444976076555,99.0430622009569,91.866028708134,0.25,74.5689655172414,81.8965517241379,95.2586206896552,93.5344827586207,0.25,76.29,75.0,55.6,80.17,0.0
Centro Leste,Feira de Santana,290685,Capela do Alto Alegre,84.69,78.57,81.63,91.84,0.0,80.6122448979592,72.4489795918367,76.530612244898,79.5918367346939,0.0,85.4166666666667,78.125,95.8333333333333,91.6666666666667,0.25,77.5700934579439,79.4392523364486,83.1775700934579,101.869158878505,0.25,75.7,64.49,64.49,56.07,0.0
