Macrorregião de Saúde,Região de Saúde,Cod. IBGE,Município,2010,Unnamed: 5,2011,Unnamed: 7,2012,Unnamed: 9,2013,Unnamed: 11,2014,Unnamed: 13,2015,Unnamed: 15,2016,Unnamed: 17,2017,Unnamed: 19,2018,Unnamed: 21,2019,Unnamed: 23,2020,Unnamed: 25
Sul,Jequié,291000,Dário Meira,1,100,0,0,1,100,0,0,3,100,3,100,2,66.67,7,100,6,100,6,100,9,100
Sul,Jequié,291290,Ibirataia,0,0,4,100,2,100,6,85.71,16,100,11,91.67,6,100,8,100,4,80,7,100,3,75
Sul,Jequié,291390,Ipiaú,10,100,16,100,10,100,16,94.12,17,100,15,93.75,16,88.89,31,91.18,26,86.67,47,74.6,26,81.25
Sul,Jequié,291420,Irajuba,0,0,1,100,1,100,2,100,3,100,-,0,2,100,0,0,2,66.67,3,100,1,100
Sul,Jequié,291430,Iramaia,2,100,1,100,0,0,0,0,0,0,-,0,2,100,1,100,0,0,1,50,0,0
Sul,Jequié,291510,Itagi,2,100,9,100,0,0,4,100,6,100,-,0,1,100,6,100,4,100,5,71.43,4,100
Sul,Jequié,291520,Itagibá,4,100,1,100,5,100,1,100,5,100,2,66.67,2,100,11,91.67,15,68.18,9,100,9,75
Sul,Jequié,291570,Itamari,0,0,1,100,2,100,2,100,6,100,-,0,2,100,2,100,4,100,3,100,0,0
Sul,Jequié,291670,Itaquara,2,100,0,0,1,100,5,100,4,100,1,100,2,100,1,100,3,100,1,100,0,0
Sul,Jequié,291690,Itiruçu,3,100,1,33.33,5,83.33,2,66.67,5,71.43,8,100,5,100,9,100,5,100,9,90,4,100
Sul,Jequié,291760,Jaguaquara,5,100,3,100,11,100,29,96.67,23,95.83,24,100,15,93.75,18,94.74,32,100,17,94.44,10,90.91
Sul,Jequié,291800,Jequié,17,85,37,86.05,42,84,64,86.49,77,93.9,79,90.8,88,80,92,82.14,145,89.51,132,88.59,77,98.72
Sul,Jequié,291830,Jitaúna,1,100,1,100,2,100,4,100,9,100,4,100,4,100,5,100,4,80,5,100,10,100
Sul,Jequié,291870,Lafaiete Coutinho,0,0,2,100,0,0,0,0,2,100,5,83.33,3,100,6,85.71,4,100,6,100,3,100
Sul,Jequié,291905,Lajedo do Tabocal,0,0,0,0,0,0,0,0,5,100,7,100,4,100,4,100,15,100,6,100,3,100
Sul,Jequié,292040,Manoel Vitorino,1,50,0,0,3,100,9,100,8,100,5,100,3,60,5,100,13,100,8,88.89,4,100
Sul,Jequié,292050,Maracás,0,0,12,100,23,95.83,10,90.91,12,100,10,100,7,100,13,100,38,88.37,22,84.62,57,98.28
Sul,Jequié,292280,Nova Itarana,1,100,1,100,0,0,1,100,1,100,3,75,2,100,18,94.74,12,100,18,100,20,100
Sul,Jequié,292490,Planaltino,3,100,4,100,2,100,0,0,0,0,-,0,4,66.67,0,0,1,100,0,0,1,100
Sul,Jequié,292790,Santa Inês,0,0,0,0,2,100,3,100,1,100,2,100,3,100,6,75,3,100,4,100,6,100
Sul,Valença,290540,Cairu,0,0,8,80,0,0,4,100,5,100,4,100,5,100,7,100,8,88.89,16,100,9,100
Sul,Valença,290580,Camamu,10,100,4,100,16,94.12,3,75,7,100,7,100,2,66.67,0,0,7,58.33,4,66.67,21,95.45
Sul,Valença,291120,Gandu,15,100,32,94.12,49,89.09,12,100,42,97.67,10,100,15,93.75,43,95.56,19,86.36,113,96.58,117,99.15
Sul,Valença,291345,Igrapiúna,0,0,2,100,5,100,0,0,4,100,9,100,6,100,8,100,7,87.5,3,75,21,100
Sul,Valença,291730,Ituberá,3,100,6,100,9,100,3,100,11,100,5,83.33,16,100,13,92.86,17,89.47,46,100,47,97.92
Sul,Valença,292260,Nilo Peçanha,2,100,20,100,48,100,31,100,33,100,23,100,22,100,24,96,20,90.91,9,100,2,100
Sul,Valença,292275,Nova Ibiá,0,0,6,100,3,50,3,100,2,100,-,0,0,0,3,75,2,66.67,4,100,21,100
Sul,Valença,292467,Piraí do Norte,6,46.15,1,50,3,75,1,100,2,100,1,100,0,0,0,0,0,0,7,100,0,0
Sul,Valença,293120,Taperoá,1,100,1,100,5,100,4,80,4,100,-,0,5,100,65,98.48,87,94.57,35,92.11,28,96.55
Sul,Valença,293160,Teolândia,0,0,9,100,2,100,3,100,0,0,1,100,3,60,46,100,53,100,46,95.83,45,100
Sul,Valença,293290,Valença,1,100,1,100,4,100,36,100,119,100,45,97.83,51,96.23,66,95.65,40,76.92,35,89.74,23,100
Sul,Valença,293350,Wenceslau Guimarães,0,0,6,100,6,100,9,100,2,100,3,75,4,100,32,86.49,24,92.31,44,88,42,95.45
